id,nom,debut,fin,station_id
2,SP95,2019-10-05T11:57:06,,1300003
3,E85,2019-10-05T11:57:06,,1300003
4,GPLc,2019-10-05T11:57:06,,1300003
1,Gazole,2022-10-11T07:35:49,,1300003
2,SP95,2013-06-01T00:00:00,,1310001
3,E85,2017-09-25T18:41:05,,1310001
4,GPLc,2017-09-25T18:41:05,,1310001
1,Gazole,2022-09-29T06:58:11,,1310001
5,E10,2022-09-29T06:58:11,,1310001
6,SP98,2022-10-04T08:10:43,,1310001
3,E85,2017-09-20T11:08:31,,1310003
4,GPLc,2017-09-20T11:08:32,,1310003
5,E10,2017-09-20T11:08:33,,1310003
3,E85,2013-02-01T08:06:00,,1320001
4,GPLc,2013-02-01T08:06:00,,1320001
5,E10,2013-02-01T08:07:00,,1320001
6,SP98,2017-09-29T19:07:10,,1320001
1,Gazole,2022-09-30T18:18:23,,1320001
2,SP95,2022-10-03T17:00:37,,1320001
3,E85,2020-02-27T08:45:07,,1320002
4,GPLc,2020-02-27T08:45:07,,1320002
6,SP98,2020-02-27T08:45:07,,1320002
3,E85,2021-07-08T07:40:18,,1330001
4,GPLc,2021-07-08T07:40:18,,1330001
5,E10,2021-07-08T07:40:18,,1330001
3,E85,2017-09-13T07:26:04,,1330002
4,GPLc,2017-09-13T07:26:05,,1330002
6,SP98,2022-10-08T10:33:52,,1330002
2,SP95,2022-10-10T08:09:23,,1330002
5,E10,2022-10-10T08:09:24,,1330002
4,GPLc,2021-10-04T09:24:07,,1330003
3,E85,2021-10-04T09:24:07,,1330003
2,SP95,2022-01-24T14:18:54,,1330003
1,Gazole,2022-10-04T07:35:03,,1330003
5,E10,2022-10-04T07:35:04,,1330003
6,SP98,2022-10-04T07:35:04,,1330003
2,SP95,2019-12-13T14:27:22,,1340002
3,E85,2019-12-13T14:27:22,,1340002
4,GPLc,2019-12-13T14:27:22,,1340002
1,Gazole,2022-10-11T18:36:57,,1340002
5,E10,2022-10-11T18:36:57,,1340002
6,SP98,2022-10-11T18:36:57,,1340002
3,E85,2022-10-11T14:48:45,,1340003
2,SP95,2022-10-11T19:04:48,,1340003
5,E10,2022-10-11T19:04:48,,1340003
6,SP98,2022-10-11T19:50:17,,1340003
1,Gazole,2022-10-11T19:50:17,,1340003
4,GPLc,2017-09-25T08:43:28,,1340004
5,E10,2022-10-10T17:24:13,,1340004
2,SP95,2022-10-11T14:49:52,,1340004
1,Gazole,2022-10-11T15:23:17,,1340004
4,GPLc,2019-02-25T13:49:40,,1340005
3,E85,2019-02-25T13:53:20,,1340005
6,SP98,2019-05-13T11:55:18,,1340005
3,E85,2020-07-15T10:59:43,,1350001
5,E10,2020-12-03T10:39:24,,1350001
4,GPLc,2021-04-19T15:38:40,,1350001
2,SP95,2017-12-15T09:23:54,,1350003
4,GPLc,2017-12-15T09:23:54,,1350003
3,E85,2018-11-26T14:14:48,,1350003
3,E85,2022-06-16T11:50:35,,1350004
4,GPLc,2022-06-16T11:50:35,,1350004
5,E10,2022-06-16T11:50:35,,1350004
3,E85,2011-11-23T15:13:00,,1360002
4,GPLc,2011-11-23T15:13:00,,1360002
5,E10,2011-11-23T15:13:00,,1360002
2,SP95,2018-01-10T09:31:22,,1370001
3,E85,2018-01-10T09:31:22,,1370001
2,SP95,2017-09-20T09:50:48,,1370003
3,E85,2017-09-20T09:50:49,,1370003
4,GPLc,2017-09-20T09:50:50,,1370003
5,E10,2022-10-04T17:17:33,,1380001
1,Gazole,2022-10-05T17:06:14,,1380001
2,SP95,2022-10-06T08:41:23,,1380001
3,E85,2017-09-25T09:18:31,,1390001
4,GPLc,2017-09-25T09:18:31,,1390001
5,E10,2018-06-13T09:05:19,,1390001
6,SP98,2022-09-30T16:53:04,,1390001
2,SP95,2022-10-07T15:44:53,,1390001
1,Gazole,2022-10-08T12:57:58,,1390001
2,SP95,2017-09-02T13:27:48,,1390002
3,E85,2017-09-02T13:27:48,,1390002
4,GPLc,2017-09-02T13:27:48,,1390002
2,SP95,2009-12-10T18:00:00,,1390004
3,E85,2010-10-19T14:55:00,,1390004
3,E85,2009-11-20T10:57:00,,1390006
2,SP95,2011-11-29T17:02:00,,1390006
2,SP95,2017-02-08T17:00:00,,1390008
4,GPLc,2019-09-03T10:42:49,,1390009
2,SP95,2018-08-09T08:27:11,,1390010
4,GPLc,2018-08-09T08:27:11,,1390010
3,E85,2022-10-11T07:39:22,,1390010
2,SP95,2019-09-02T10:30:55,,1390011
3,E85,2019-09-02T10:30:55,,1390011
4,GPLc,2019-09-02T10:30:55,,1390011
3,E85,2017-08-30T09:17:58,,1400001
4,GPLc,2017-08-30T09:17:58,,1400001
5,E10,2017-08-30T09:17:58,,1400001
1,Gazole,2022-10-07T13:53:00,,1400001
2,SP95,2022-10-07T13:53:00,,1400001
6,SP98,2022-10-07T13:53:00,,1400001
6,SP98,2014-07-02T00:00:00,,1400003
1,Gazole,2017-09-21T08:17:41,,1400003
2,SP95,2017-09-21T08:17:42,,1400003
4,GPLc,2015-09-14T14:00:00,,1400005
2,SP95,2021-04-22T09:04:49,,1400005
6,SP98,2017-12-29T13:16:34,,1400006
3,E85,2018-08-03T11:54:59,,1400006
4,GPLc,2018-08-03T12:02:45,,1400006
2,SP95,2011-06-06T16:28:00,,1430001
3,E85,2009-11-12T15:57:00,,1430003
2,SP95,2012-03-07T14:21:00,,1430003
3,E85,2022-01-10T10:11:11,,1430004
4,GPLc,2022-01-10T10:12:20,,1430004
6,SP98,2022-01-13T09:14:43,,1430004
2,SP95,2016-01-28T05:00:00,,1430005
4,GPLc,2022-10-02T08:53:39,,1430005
4,GPLc,2017-09-22T08:29:20,,1440001
3,E85,2017-09-22T08:29:20,,1440001
5,E10,2017-09-22T08:29:21,,1440001
6,SP98,2017-09-22T08:29:21,,1440001
1,Gazole,2022-09-27T05:14:45,,1440001
2,SP95,2022-09-27T05:14:45,,1440001
3,E85,2020-04-22T19:19:06,,1440002
4,GPLc,2020-04-24T19:11:15,,1440002
2,SP95,2021-10-30T06:54:57,,1440002
5,E10,2022-10-03T05:24:16,,1440002
1,Gazole,2022-10-03T05:24:16,,1440002
6,SP98,2022-10-03T05:24:16,,1440002
5,E10,2015-02-05T00:00:00,,1440003
3,E85,2022-01-28T10:56:51,,1460001
4,GPLc,2022-03-03T10:40:49,,1460001
5,E10,2022-03-03T10:40:49,,1460001
2,SP95,2022-10-11T18:13:11,,1460001
1,Gazole,2022-10-11T18:39:49,,1460001
6,SP98,2022-10-11T18:39:49,,1460001
3,E85,2018-02-19T12:02:42,,1460002
4,GPLc,2018-02-19T12:02:43,,1460002
5,E10,2018-02-19T12:02:43,,1460002
6,SP98,2018-02-19T12:02:43,,1460002
1,Gazole,2022-10-06T14:11:48,,1460002
2,SP95,2022-10-06T14:11:48,,1460002
4,GPLc,2020-09-21T15:11:18,,1460003
2,SP95,2021-04-13T07:54:27,,1460003
3,E85,1970-01-01T00:59:59,,1470001
5,E10,2014-02-18T14:00:00,,1470001
1,Gazole,2014-12-16T00:00:00,,1470001
2,SP95,2015-01-08T00:00:00,,1470001
6,SP98,2015-01-08T00:00:00,,1470001
2,SP95,2017-09-07T08:15:20,,1470002
3,E85,2017-09-07T08:15:20,,1470002
4,GPLc,2017-09-07T08:15:21,,1470002
1,Gazole,2022-10-11T16:42:37,,1470002
5,E10,2022-10-11T16:42:38,,1470002
6,SP98,2022-10-11T16:42:38,,1470002
3,E85,2017-09-27T08:17:27,,1480001
4,GPLc,2017-09-27T08:17:27,,1480001
6,SP98,2022-10-08T08:20:54,,1480001
2,SP95,2022-04-22T10:10:09,,1480004
3,E85,2022-04-22T10:10:09,,1480004
4,GPLc,2022-04-22T10:10:09,,1480004
3,E85,2020-02-01T07:50:04,,1500001
4,GPLc,2020-02-01T07:50:04,,1500001
2,SP95,2021-08-26T17:45:06,,1500001
6,SP98,2022-10-06T08:36:08,,1500001
3,E85,2017-09-04T10:58:27,,1500003
4,GPLc,2017-09-04T10:58:28,,1500003
5,E10,2017-09-04T10:58:28,,1500003
6,SP98,2017-09-04T10:58:28,,1500003
1,Gazole,2022-09-29T17:04:01,,1500003
2,SP95,2022-09-29T17:04:01,,1500003
3,E85,2017-09-04T17:02:15,,1500004
4,GPLc,2017-09-04T17:02:15,,1500004
5,E10,2017-09-04T17:02:15,,1500004
3,E85,2017-09-04T15:34:00,,1500006
4,GPLc,2017-09-04T15:34:00,,1500006
5,E10,2017-09-04T15:34:01,,1500006
6,SP98,2017-09-04T15:34:01,,1500006
2,SP95,2019-12-16T17:33:51,,1500007
3,E85,2022-10-07T14:51:23,,1500007
6,SP98,2022-10-10T19:20:09,,1500007
2,SP95,2022-09-07T10:58:46,,1500008
3,E85,2022-09-07T10:58:46,,1500008
4,GPLc,2022-09-07T10:58:46,,1500008
5,E10,2022-09-07T10:58:46,,1500008
1,Gazole,2022-10-07T11:25:54,,1500008
6,SP98,2022-10-07T11:25:54,,1500008
6,SP98,2019-01-15T08:57:10,,1510002
3,E85,2017-05-22T09:10:00,,1510003
4,GPLc,2018-01-02T12:52:42,,1510003
5,E10,2018-01-02T12:52:42,,1510003
1,Gazole,2022-10-07T17:58:11,,1510003
2,SP95,2022-10-07T17:58:11,,1510003
6,SP98,2022-10-07T17:58:11,,1510003
3,E85,2019-05-21T10:06:21,,1540001
4,GPLc,2019-05-21T10:06:22,,1540001
2,SP95,2021-10-01T11:12:01,,1540001
3,E85,2009-11-09T08:50:00,,1540002
4,GPLc,2010-08-21T09:46:00,,1540002
6,SP98,2015-08-17T00:00:00,,1540002
3,E85,2019-12-13T13:33:31,,1540003
4,GPLc,2019-12-13T13:33:31,,1540003
6,SP98,2019-12-13T13:33:31,,1540003
5,E10,2021-01-28T09:07:49,,1560001
4,GPLc,2017-08-31T07:35:29,,1570001
2,SP95,2019-04-21T11:17:48,,1570001
3,E85,2022-10-11T18:08:27,,1570001
3,E85,2017-10-10T07:36:46,,1590001
4,GPLc,2017-10-10T07:36:47,,1590001
5,E10,2017-10-10T07:36:47,,1590001
4,GPLc,2017-09-27T06:20:20,,1590002
6,SP98,2017-09-27T06:20:20,,1590002
2,SP95,2022-03-22T12:29:31,,1590002
1,Gazole,2022-10-11T08:07:19,,1590002
6,SP98,2022-10-07T12:04:24,,1600001
3,E85,2022-10-11T15:51:15,,1600001
4,GPLc,2022-10-11T15:51:16,,1600001
5,E10,2022-10-11T15:51:16,,1600001
4,GPLc,2017-09-12T08:55:17,,1600002
3,E85,2019-08-03T14:39:50,,1600002
5,E10,2019-08-03T14:39:50,,1600002
6,SP98,2022-10-07T07:17:08,,1600002
2,SP95,2017-11-01T09:20:16,,1600003
3,E85,2017-11-01T09:20:16,,1600003
4,GPLc,2017-11-01T09:20:17,,1600003
1,Gazole,2022-10-11T15:01:24,,1600003
1,Gazole,2022-10-01T12:55:51,,1630001
2,SP95,2022-10-01T12:55:51,,1630001
2,SP95,2013-03-13T15:07:00,,1630003
4,GPLc,2017-11-06T10:53:36,,1630003
2,SP95,2018-02-16T16:26:42,,1630004
4,GPLc,2022-06-16T09:31:15,,1630004
6,SP98,2014-06-25T00:00:00,,1640001
5,E10,2015-03-26T00:00:00,,1640001
2,SP95,2010-09-22T17:15:00,,1700003
1,Gazole,2022-10-07T20:00:56,,1700004
3,E85,2020-12-04T11:19:36,,1710001
4,GPLc,2020-12-04T11:19:36,,1710001
2,SP95,2022-10-10T08:06:23,,1710001
1,Gazole,2022-10-11T19:41:38,,1710001
6,SP98,2019-02-16T08:05:11,,1750001
3,E85,2019-02-16T08:06:40,,1750001
4,GPLc,2019-02-16T08:06:40,,1750001
5,E10,2022-10-11T06:36:54,,1750001
2,SP95,2022-10-11T06:36:54,,1750001
2,SP95,2021-08-23T17:31:37,,1800001
6,SP98,2022-10-11T18:46:59,,1800001
3,E85,2017-09-21T09:26:55,,1800002
4,GPLc,2017-09-21T09:26:56,,1800002
5,E10,2017-09-21T09:26:56,,1800002
6,SP98,2017-09-21T09:26:56,,1800002
1,Gazole,2022-10-03T18:03:04,,1800002
2,SP95,2022-10-05T14:34:41,,1800002
4,GPLc,2018-08-07T10:59:03,,1800003
2,SP95,2018-10-01T15:40:31,,1800003
3,E85,2021-06-23T15:32:04,,1960001
4,GPLc,2021-06-23T15:32:04,,1960001
5,E10,2021-06-23T15:32:04,,1960001
6,SP98,2022-09-16T09:06:22,,1960001
2,SP95,2022-10-04T08:43:44,,1960001
1,Gazole,2022-10-10T19:35:36,,1960001
2,SP95,2009-11-06T12:00:00,,1960003
2,SP95,2017-09-21T10:56:19,,1960004
3,E85,2017-09-21T10:56:20,,1960004
2,SP95,2018-05-13T13:37:25,,1960005
4,GPLc,2018-05-13T13:37:26,,1960005
3,E85,2017-09-28T19:02:47,,1980001
4,GPLc,2017-09-28T19:02:47,,1980001
5,E10,2017-09-28T19:02:47,,1980001
6,SP98,2017-09-28T19:02:47,,1980001
2,SP95,2022-10-11T19:34:57,,1980001
1,Gazole,2022-10-11T19:35:06,,1980001
3,E85,2017-09-06T05:31:49,,2000002
4,GPLc,2017-09-06T05:31:49,,2000002
2,SP95,2022-10-03T05:21:31,,2000002
4,GPLc,2019-08-23T10:24:15,,2000003
3,E85,2019-08-23T10:24:15,,2000003
5,E10,2019-08-23T10:24:15,,2000003
2,SP95,2010-05-07T11:51:00,,2000004
2,SP95,2018-08-14T14:53:31,,2000005
4,GPLc,2018-08-14T14:53:32,,2000005
3,E85,2018-08-14T14:53:32,,2000005
5,E10,2022-09-29T08:04:10,,2000005
6,SP98,2022-09-29T08:04:10,,2000005
2,SP95,2009-10-27T09:20:00,,2000007
1,Gazole,2022-10-10T16:07:04,,2000007
3,E85,2022-10-10T16:07:04,,2000007
5,E10,2022-10-10T16:07:05,,2000007
4,GPLc,2022-10-10T16:07:05,,2000007
6,SP98,2022-10-10T16:07:06,,2000007
2,SP95,2014-07-16T00:00:00,,2000008
1,Gazole,2022-10-11T08:35:32,,2000008
3,E85,2022-10-11T08:35:32,,2000008
4,GPLc,2022-10-11T08:35:32,,2000008
5,E10,2022-10-11T08:35:33,,2000008
6,SP98,2022-10-11T08:35:34,,2000008
3,E85,2018-05-16T08:26:40,,2000009
4,GPLc,2018-05-16T08:26:40,,2000009
6,SP98,2020-11-06T15:54:17,,2000010
1,Gazole,2022-10-03T11:28:02,,2000011
2,SP95,2022-10-03T11:28:02,,2000011
3,E85,2022-10-03T11:28:02,,2000011
5,E10,2022-10-03T11:28:02,,2000011
6,SP98,2022-10-03T11:28:02,,2000011
2,SP95,2022-10-10T10:36:19,,2100001
2,SP95,2009-05-07T06:00:00,,2100003
2,SP95,2009-05-07T06:00:00,,2100006
3,E85,2011-03-23T15:00:00,,2100006
4,GPLc,2011-03-23T15:00:00,,2100006
2,SP95,2009-11-06T10:05:00,,2100008
2,SP95,2017-08-29T18:49:47,,2100009
5,E10,2022-10-11T15:58:32,,2100009
4,GPLc,2017-09-05T09:17:21,,2100011
2,SP95,2017-09-06T09:38:20,,2100011
3,E85,2022-10-07T09:55:44,,2100011
5,E10,2022-10-07T09:55:44,,2100011
6,SP98,2022-10-07T09:55:44,,2100011
1,Gazole,2022-10-10T10:37:53,,2100011
3,E85,2010-07-09T10:47:00,,2100012
2,SP95,2020-09-12T08:35:59,,2100012
5,E10,2022-10-11T14:17:51,,2100012
6,SP98,2022-10-11T14:17:51,,2100012
2,SP95,2020-06-12T14:33:21,,2100013
5,E10,2022-10-10T08:38:04,,2100013
4,GPLc,2022-10-10T08:38:04,,2100013
3,E85,2022-10-10T08:38:04,,2100013
6,SP98,2022-10-10T08:38:05,,2100013
1,Gazole,2021-06-01T12:11:35,,2100017
2,SP95,2021-06-01T12:11:35,,2100017
3,E85,2021-06-01T12:11:35,,2100017
5,E10,2021-06-01T12:11:35,,2100017
6,SP98,2021-06-01T12:11:35,,2100017
6,SP98,2019-10-09T09:25:40,,2100018
3,E85,2019-10-09T09:25:40,,2100018
4,GPLc,2019-10-09T09:25:40,,2100018
5,E10,2020-02-17T09:12:07,,2100019
4,GPLc,2021-08-07T09:57:46,,2100019
2,SP95,2022-10-10T09:23:59,,2100019
3,E85,2022-10-06T18:04:52,,2100020
1,Gazole,2022-10-06T18:04:52,,2100020
5,E10,2022-10-06T18:04:52,,2100020
6,SP98,2022-10-06T18:04:52,,2100020
4,GPLc,2022-10-07T07:00:53,,2100020
2,SP95,2022-10-07T07:00:53,,2100020
2,SP95,2017-08-29T18:51:20,,2100021
1,Gazole,2022-10-11T18:50:49,,2100021
2,SP95,2009-05-07T06:00:00,,2110001
3,E85,2010-12-03T22:08:00,,2110001
4,GPLc,2010-12-03T22:08:00,,2110001
5,E10,2011-10-17T10:03:00,,2110001
4,GPLc,2017-09-26T09:19:50,,2110002
5,E10,2022-10-06T14:37:50,,2110002
2,SP95,2022-10-10T08:17:04,,2110002
1,Gazole,2022-10-11T16:37:37,,2110002
3,E85,2022-10-11T16:37:37,,2110002
6,SP98,2022-10-11T16:37:37,,2110002
3,E85,2009-11-27T17:18:00,,2110003
4,GPLc,2017-09-22T11:29:10,,2110003
5,E10,2017-09-22T11:29:10,,2110003
2,SP95,2018-10-10T11:47:01,,2110004
6,SP98,2018-10-10T11:47:02,,2110004
1,Gazole,2018-10-15T09:36:25,,2110004
2,SP95,2011-03-23T16:37:00,,2120002
3,E85,2011-03-23T16:37:00,,2120002
4,GPLc,2011-03-23T16:37:00,,2120002
